disk,type,parallel_threads,threads,busy,qtime,stime
ssd,baseline,1,1,71,0.1,0.1
ssd,baseline,1,1,72,0.5,0.1
ssd,baseline,1,1,69,0.5,0.1
ssd,baseline,1,1,66,0.4,0.1
ssd,baseline,1,1,67,0.6,0.1
ssd,baseline,1,1,67,0.1,0.1
ssd,baseline,1,1,65,0.5,0.1
ssd,baseline,1,1,68,0.1,0.1
ssd,baseline,1,1,65,0.6,0.1
ssd,baseline,1,1,60,0.3,0.1
ssd,baseline,1,1,62,0.2,0.1
ssd,baseline,1,1,62,0.2,0.1
ssd,baseline,1,1,62,0.5,0.1
ssd,baseline,1,1,64,0.6,0.1
ssd,baseline,1,1,66,0.3,0.1
ssd,baseline,1,1,66,0.4,0.1
ssd,baseline,1,1,65,0.6,0.1
ssd,baseline,1,1,56,0.4,0.1
ssd,baseline,1,1,61,0.5,0.1
ssd,baseline,1,1,63,0.4,0.1
ssd,baseline,1,1,64,0.5,0.1
ssd,baseline,1,1,60,0.1,0.1
ssd,baseline,1,1,62,0.2,0.1
ssd,baseline,1,1,60,0.5,0.1
ssd,baseline,1,1,62,0.4,0.1
ssd,baseline,1,1,62,0.5,0.1
ssd,baseline,1,1,56,0.1,0.1
ssd,baseline,1,1,62,0.7,0.1
ssd,baseline,1,1,62,0.6,0.1
ssd,baseline,1,1,61,0.3,0.1
ssd,baseline,1,1,58,0.5,0.1
ssd,baseline,1,1,60,0.5,0.1
ssd,baseline,1,1,53,0.3,0.1
ssd,baseline,1,1,58,0.3,0.1
ssd,baseline,1,1,56,0.5,0.1
ssd,baseline,1,1,58,0.2,0.1
ssd,baseline,1,1,62,0.6,0.1
ssd,baseline,1,1,61,0.4,0.1
ssd,baseline,1,1,59,0.5,0.1
ssd,baseline,1,1,61,0.2,0.1
ssd,baseline,1,1,63,0.6,0.1
ssd,baseline,1,1,58,0.0,0.1
ssd,baseline,1,1,59,0.4,0.1
ssd,baseline,1,1,62,0.4,0.1
ssd,baseline,1,1,61,0.6,0.1
ssd,baseline,1,1,58,0.4,0.1
ssd,baseline,1,1,59,0.6,0.1
ssd,baseline,1,1,64,0.3,0.1
ssd,baseline,1,1,64,0.5,0.1
ssd,baseline,1,1,68,0.5,0.1
ssd,baseline,1,1,57,0.3,0.1
ssd,baseline,1,1,67,0.7,0.1
ssd,baseline,1,1,61,0.4,0.1
ssd,baseline,1,1,54,0.6,0.1
ssd,baseline,1,1,58,0.1,0.1
ssd,baseline,1,1,57,0.7,0.1
ssd,baseline,1,1,62,0.3,0.1
ssd,baseline,1,1,62,0.5,0.1
ssd,baseline,1,1,63,0.7,0.1
ssd,baseline,1,1,59,0.5,0.1
ssd,baseline,1,1,57,0.4,0.1
ssd,baseline,1,1,58,0.6,0.1
ssd,baseline,1,1,55,0.4,0.1
ssd,baseline,1,1,55,0.3,0.1
ssd,baseline,1,1,58,0.3,0.1
ssd,baseline,1,1,52,0.5,0.1
ssd,baseline,1,1,53,0.3,0.1
ssd,baseline,1,1,53,0.2,0.1
ssd,baseline,1,1,57,0.3,0.1
ssd,baseline,1,1,62,0.6,0.1
ssd,baseline,1,1,62,0.5,0.1
ssd,baseline,1,1,52,0.5,0.1
ssd,baseline,1,1,57,0.2,0.1
ssd,baseline,1,1,56,0.6,0.1
ssd,baseline,1,1,52,0.6,0.1
ssd,baseline,1,1,53,0.4,0.1
ssd,baseline,1,1,55,0.6,0.1
ssd,baseline,1,1,53,0.1,0.1
ssd,baseline,1,1,50,0.4,0.1
ssd,baseline,1,1,59,0.5,0.1
ssd,baseline,1,1,50,0.5,0.1
ssd,baseline,1,1,50,0.4,0.1
ssd,baseline,1,1,49,0.3,0.1
ssd,baseline,1,1,51,0.3,0.1
ssd,baseline,1,1,53,0.5,0.1
ssd,baseline,1,1,53,0.4,0.1
ssd,baseline,1,1,51,0.3,0.1
ssd,baseline,1,1,53,0.2,0.1
ssd,baseline,1,1,46,0.0,0.1
ssd,baseline,1,1,52,0.0,0.1
ssd,baseline,1,1,51,0.0,0.1
ssd,baseline,1,1,48,0.0,0.1
ssd,baseline,1,1,49,0.0,0.1
ssd,baseline,1,1,51,0.0,0.1
ssd,baseline,1,1,48,0.0,0.1
ssd,baseline,1,1,42,0.0,0.1
ssd,baseline,1,1,46,0.0,0.1
ssd,baseline,1,1,50,0.0,0.1
ssd,baseline,1,1,51,0.0,0.1
ssd,baseline,1,1,49,0.0,0.1
ssd,baseline,1,1,49,0.0,0.1
ssd,baseline,1,1,46,0.1,0.1
ssd,baseline,1,1,54,0.0,0.1
ssd,baseline,1,1,51,0.0,0.1
ssd,baseline,1,1,52,0.0,0.1
ssd,baseline,1,1,52,0.0,0.1
ssd,baseline,1,1,44,0.0,0.1
ssd,baseline,1,1,43,0.0,0.1
ssd,baseline,1,1,50,0.0,0.1
ssd,baseline,1,1,46,0.0,0.1
ssd,baseline,1,1,49,0.0,0.1
ssd,baseline,1,1,48,0.0,0.1
ssd,baseline,1,1,49,0.0,0.1
ssd,compression,1,1,100,0.2,0.0
ssd,compression,1,1,100,0.2,0.0
ssd,compression,1,1,100,0.2,0.0
ssd,compression,1,1,100,0.2,0.0
ssd,compression,1,1,100,0.2,0.0
ssd,compression,1,1,99,0.2,0.0
ssd,compression,1,1,99,0.2,0.0
ssd,compression,1,1,99,0.2,0.1
ssd,compression,1,1,98,0.2,0.1
ssd,compression,1,1,96,0.2,0.1
ssd,compression,1,1,97,0.2,0.1
ssd,compression,1,1,98,0.2,0.1
ssd,compression,1,1,97,0.2,0.1
ssd,compression,1,1,98,0.2,0.1
ssd,compression,1,1,96,0.1,0.1
ssd,compression,1,1,96,0.1,0.1
ssd,compression,1,1,92,0.1,0.1
ssd,compression,1,1,94,0.2,0.1
ssd,compression,1,1,94,0.1,0.1
ssd,compression,1,1,94,0.1,0.1
ssd,compression,1,1,92,0.1,0.1
ssd,compression,1,1,92,0.3,0.1
ssd,compression,1,1,92,0.3,0.1
ssd,compression,1,1,92,0.3,0.1
ssd,compression,1,1,90,0.4,0.1
ssd,compression,1,1,91,0.3,0.1
ssd,compression,1,1,88,0.4,0.1
ssd,compression,1,1,92,0.4,0.1
ssd,compression,1,1,90,0.4,0.1
ssd,compression,1,1,88,0.4,0.1
ssd,compression,1,1,87,0.4,0.1
ssd,compression,1,1,87,0.4,0.1
ssd,compression,1,1,86,0.4,0.1
ssd,compression,1,1,84,0.4,0.1
ssd,compression,1,1,88,0.4,0.1
ssd,compression,1,1,88,0.4,0.1
ssd,compression,1,1,84,0.4,0.1
ssd,compression,1,1,81,0.3,0.1
ssd,compression,1,1,82,0.4,0.1
ssd,compression,1,1,84,0.4,0.1
ssd,compression,1,1,79,0.4,0.1
ssd,compression,1,1,82,0.5,0.1
ssd,compression,1,1,80,0.5,0.1
ssd,compression,1,1,80,0.4,0.1
ssd,compression,1,1,81,0.4,0.1
ssd,compression,1,1,80,0.5,0.1
ssd,compression,1,1,78,0.4,0.1
ssd,compression,1,1,76,0.4,0.1
ssd,compression,1,1,79,0.4,0.1
ssd,compression,1,1,81,0.4,0.1
ssd,compression,1,1,72,0.4,0.1
ssd,compression,1,1,80,0.4,0.1
ssd,compression,1,1,76,0.5,0.1
ssd,compression,1,1,76,0.3,0.1
ssd,compression,1,1,78,0.4,0.1
ssd,compression,1,1,76,0.4,0.1
ssd,compression,1,1,76,0.5,0.1
ssd,compression,1,1,73,0.4,0.1
ssd,compression,1,1,75,0.4,0.1
ssd,compression,1,1,73,0.4,0.1
ssd,compression,1,1,74,0.4,0.1
ssd,compression,1,1,75,0.4,0.1
ssd,compression,1,1,68,0.4,0.1
ssd,compression,1,1,68,0.4,0.1
ssd,compression,1,1,77,0.4,0.1
ssd,compression,1,1,69,0.5,0.1
ssd,compression,1,1,68,0.4,0.1
ssd,compression,1,1,67,0.5,0.1
ssd,compression,1,1,70,0.5,0.1
ssd,compression,1,1,69,0.3,0.1
ssd,compression,1,1,69,0.5,0.1
ssd,compression,1,1,69,0.4,0.1
ssd,compression,1,1,67,0.3,0.1
ssd,compression,1,1,69,0.5,0.1
ssd,compression,1,1,68,0.4,0.1
ssd,compression,1,1,69,0.4,0.1
ssd,compression,1,1,69,0.4,0.1
ssd,compression,1,1,63,0.5,0.1
ssd,compression,1,1,63,0.4,0.1
ssd,compression,1,1,69,0.4,0.1
ssd,compression,1,1,59,0.6,0.1
ssd,compression,1,1,63,0.5,0.1
ssd,compression,1,1,63,0.4,0.1
ssd,compression,1,1,64,0.4,0.1
ssd,compression,1,1,59,0.5,0.1
ssd,compression,1,1,60,0.5,0.1
ssd,compression,1,1,64,0.5,0.1
ssd,compression,1,1,62,0.4,0.1
ssd,compression,1,1,62,0.4,0.1
ssd,compression,1,1,65,0.4,0.1
ssd,compression,1,1,58,0.4,0.1
ssd,compression,1,1,69,0.4,0.1
ssd,compression,1,1,61,0.3,0.1
ssd,compression,1,1,60,0.4,0.1
ssd,compression,1,1,54,0.4,0.1
ssd,compression,1,1,53,0.4,0.1
ssd,compression,1,1,57,0.5,0.1
ssd,compression,1,1,56,0.5,0.1
ssd,compression,1,1,61,0.4,0.1
ssd,compression,1,1,55,0.3,0.1
ssd,compression,1,1,61,0.4,0.1
ssd,compression,1,1,62,0.4,0.1
ssd,compression,1,1,53,0.4,0.1
ssd,compression,1,1,59,0.3,0.1
ssd,compression,1,1,60,0.4,0.1
ssd,compression,1,1,45,0.3,0.1
ssd,compression,1,1,56,0.4,0.1
ssd,compression,1,1,56,0.4,0.1
ssd,compression,1,1,59,0.5,0.1
ssd,compression,1,1,60,0.4,0.1
ssd,compression,1,1,60,0.4,0.1
ssd,compression,1,1,61,0.3,0.1
ssd,compression,1,1,59,0.4,0.1
ssd,compression,1,1,54,0.4,0.1
ssd,compression,1,1,54,0.4,0.1
ssd,compression,1,1,58,0.4,0.1
ssd,compression,1,1,55,0.4,0.1
ssd,compression,1,1,61,0.3,0.1
ssd,compression,1,1,54,0.5,0.1
ssd,compression,1,1,54,0.4,0.1
ssd,compression,1,1,51,0.3,0.1
ssd,compression,1,1,53,0.4,0.1
ssd,compression,1,1,54,0.4,0.1
ssd,compression,1,1,53,0.4,0.1
ssd,compression,1,1,59,0.4,0.1
ssd,compression,1,1,54,0.4,0.1
ssd,compression,1,1,55,0.3,0.1
ssd,compression,1,1,56,0.4,0.1
ssd,compression,1,1,47,0.4,0.1
ssd,compression,1,1,55,0.3,0.1
ssd,compression,1,1,52,0.4,0.1
ssd,compression,1,1,55,0.5,0.1
ssd,compression,1,1,58,0.4,0.1
ssd,compression,1,1,55,0.4,0.1
ssd,compression,1,1,55,0.4,0.1
ssd,compression,1,1,56,0.5,0.1
ssd,compression,1,1,54,0.4,0.1
ssd,compression,1,1,52,0.4,0.1
ssd,compression,1,1,53,0.3,0.1
ssd,compression,1,1,50,0.4,0.1
ssd,compression,1,1,51,0.4,0.1
ssd,compression,1,1,51,0.5,0.1
ssd,compression,1,1,53,0.4,0.1
ssd,compression,1,1,52,0.4,0.1
ssd,compression,1,1,53,0.3,0.1
ssd,compression,1,1,51,0.0,0.1
ssd,compression,1,1,50,0.0,0.1
ssd,compression,1,1,51,0.0,0.1
ssd,compression,1,1,52,0.0,0.1
ssd,compression,1,1,49,0.0,0.1
ssd,compression,1,1,54,0.0,0.1
ssd,compression,1,1,47,0.0,0.1
ssd,compression,1,1,51,0.0,0.1
ssd,compression,1,1,49,0.0,0.1
ssd,compression,1,1,51,0.0,0.1
ssd,compression,1,1,48,0.0,0.1
ssd,compression,1,1,50,0.0,0.1
ssd,compression,1,1,50,0.0,0.1
ssd,compression,1,1,47,0.0,0.1
ssd,compression,1,1,50,0.0,0.1
ssd,compression,1,1,50,0.0,0.1
ssd,compression,1,1,48,0.0,0.1
ssd,compression,1,1,47,0.0,0.1
ssd,compression,1,1,50,0.0,0.1
ssd,compression,1,1,52,0.0,0.1
ssd,compression,1,1,52,0.0,0.1
ssd,compression,1,1,50,0.0,0.1
ssd,compression,1,1,48,0.0,0.1
ssd,compression,4,1,99,0.2,0.0
ssd,compression,4,1,100,0.2,0.0
ssd,compression,4,1,100,0.2,0.0
ssd,compression,4,1,100,0.2,0.0
ssd,compression,4,1,98,0.2,0.0
ssd,compression,4,1,98,0.2,0.0
ssd,compression,4,1,100,0.2,0.0
ssd,compression,4,1,99,0.2,0.1
ssd,compression,4,1,98,0.2,0.1
ssd,compression,4,1,100,0.2,0.1
ssd,compression,4,1,99,0.2,0.1
ssd,compression,4,1,100,0.2,0.1
ssd,compression,4,1,97,0.2,0.1
ssd,compression,4,1,98,0.2,0.1
ssd,compression,4,1,97,0.2,0.1
ssd,compression,4,1,98,0.2,0.1
ssd,compression,4,1,97,0.2,0.1
ssd,compression,4,1,98,0.2,0.1
ssd,compression,4,1,94,0.2,0.1
ssd,compression,4,1,95,0.2,0.1
ssd,compression,4,1,95,0.2,0.1
ssd,compression,4,1,93,0.2,0.1
ssd,compression,4,1,91,0.5,0.1
ssd,compression,4,1,94,0.4,0.1
ssd,compression,4,1,94,0.5,0.1
ssd,compression,4,1,92,0.5,0.1
ssd,compression,4,1,93,0.4,0.1
ssd,compression,4,1,92,0.5,0.1
ssd,compression,4,1,96,0.4,0.1
ssd,compression,4,1,94,0.4,0.1
ssd,compression,4,1,89,0.5,0.1
ssd,compression,4,1,91,0.5,0.1
ssd,compression,4,1,88,0.5,0.1
ssd,compression,4,1,90,0.5,0.1
ssd,compression,4,1,88,0.4,0.1
ssd,compression,4,1,87,0.4,0.1
ssd,compression,4,1,88,0.4,0.1
ssd,compression,4,1,89,0.5,0.1
ssd,compression,4,1,87,0.5,0.1
ssd,compression,4,1,89,0.5,0.1
ssd,compression,4,1,87,0.5,0.1
ssd,compression,4,1,86,0.5,0.1
ssd,compression,4,1,86,0.5,0.1
ssd,compression,4,1,85,0.5,0.1
ssd,compression,4,1,82,0.5,0.1
ssd,compression,4,1,84,0.5,0.1
ssd,compression,4,1,84,0.5,0.1
ssd,compression,4,1,82,0.4,0.1
ssd,compression,4,1,79,0.5,0.1
ssd,compression,4,1,79,0.4,0.1
ssd,compression,4,1,82,0.5,0.1
ssd,compression,4,1,84,0.5,0.1
ssd,compression,4,1,77,0.4,0.1
ssd,compression,4,1,77,0.4,0.1
ssd,compression,4,1,75,0.5,0.1
ssd,compression,4,1,71,0.4,0.1
ssd,compression,4,1,74,0.5,0.1
ssd,compression,4,1,77,0.5,0.1
ssd,compression,4,1,74,0.5,0.1
ssd,compression,4,1,74,0.4,0.1
ssd,compression,4,1,73,0.6,0.1
ssd,compression,4,1,76,0.7,0.1
ssd,compression,4,1,72,0.5,0.1
ssd,compression,4,1,74,0.5,0.1
ssd,compression,4,1,70,0.4,0.1
ssd,compression,4,1,72,0.5,0.1
ssd,compression,4,1,65,0.5,0.1
ssd,compression,4,1,72,0.5,0.1
ssd,compression,4,1,62,0.5,0.1
ssd,compression,4,1,68,0.4,0.1
ssd,compression,4,1,69,0.6,0.1
ssd,compression,4,1,70,0.4,0.1
ssd,compression,4,1,68,0.5,0.1
ssd,compression,4,1,71,0.5,0.1
ssd,compression,4,1,73,0.6,0.1
ssd,compression,4,1,67,0.4,0.1
ssd,compression,4,1,62,0.5,0.1
ssd,compression,4,1,68,0.5,0.1
ssd,compression,4,1,66,0.5,0.1
ssd,compression,4,1,70,0.5,0.1
ssd,compression,4,1,68,0.5,0.1
ssd,compression,4,1,67,0.5,0.1
ssd,compression,4,1,69,0.4,0.1
ssd,compression,4,1,67,0.5,0.1
ssd,compression,4,1,68,0.5,0.1
ssd,compression,4,1,70,0.5,0.1
ssd,compression,4,1,69,0.6,0.1
ssd,compression,4,1,62,0.6,0.1
ssd,compression,4,1,64,0.5,0.1
ssd,compression,4,1,64,0.4,0.1
ssd,compression,4,1,67,0.5,0.1
ssd,compression,4,1,66,0.5,0.1
ssd,compression,4,1,63,0.5,0.1
ssd,compression,4,1,66,0.5,0.1
ssd,compression,4,1,60,0.4,0.1
ssd,compression,4,1,62,0.5,0.1
ssd,compression,4,1,65,0.5,0.1
ssd,compression,4,1,59,0.6,0.1
ssd,compression,4,1,65,0.4,0.1
ssd,compression,4,1,59,0.5,0.1
ssd,compression,4,1,60,0.6,0.1
ssd,compression,4,1,60,0.5,0.1
ssd,compression,4,1,55,0.5,0.1
ssd,compression,4,1,63,0.5,0.1
ssd,compression,4,1,63,0.5,0.1
ssd,compression,4,1,60,0.6,0.1
ssd,compression,4,1,58,0.5,0.1
ssd,compression,4,1,62,0.6,0.1
ssd,compression,4,1,64,0.6,0.1
ssd,compression,4,1,61,0.5,0.1
ssd,compression,4,1,63,0.5,0.1
ssd,compression,4,1,60,0.7,0.1
ssd,compression,4,1,63,0.6,0.1
ssd,compression,4,1,57,0.4,0.1
ssd,compression,4,1,57,0.4,0.1
ssd,compression,4,1,58,0.5,0.1
ssd,compression,4,1,59,0.5,0.1
ssd,compression,4,1,64,0.5,0.1
ssd,compression,4,1,58,0.5,0.1
ssd,compression,4,1,58,0.5,0.1
ssd,compression,4,1,61,0.5,0.1
ssd,compression,4,1,62,0.6,0.1
ssd,compression,4,1,66,0.6,0.1
ssd,compression,4,1,63,0.4,0.1
ssd,compression,4,1,62,0.4,0.1
ssd,compression,4,1,56,0.5,0.1
ssd,compression,4,1,62,0.5,0.1
ssd,compression,4,1,64,0.7,0.1
ssd,compression,4,1,61,0.5,0.1
ssd,compression,4,1,62,0.5,0.1
ssd,compression,4,1,62,0.6,0.1
ssd,compression,4,1,60,0.1,0.1
ssd,compression,4,1,57,0.0,0.1
ssd,compression,4,1,62,0.0,0.1
ssd,compression,4,1,56,0.0,0.1
ssd,compression,4,1,58,0.0,0.1
ssd,compression,4,1,56,0.1,0.1
ssd,compression,4,1,55,0.0,0.1
ssd,compression,4,1,53,0.0,0.1
ssd,compression,4,1,59,0.0,0.1
ssd,compression,4,1,61,0.0,0.1
ssd,compression,4,1,57,0.0,0.1
ssd,compression,4,1,55,0.0,0.1
ssd,compression,4,1,57,0.0,0.1
ssd,compression,4,1,60,0.0,0.1
ssd,compression,4,1,52,0.0,0.1
ssd,compression,4,1,53,0.0,0.1
ssd,compression,4,1,56,0.0,0.1
ssd,compression,4,1,47,0.0,0.1
ssd,compression,4,1,52,0.0,0.1
ssd,compression,4,1,52,0.0,0.1
ssd,compression,4,1,49,0.0,0.1
ssd,compression,4,1,53,0.0,0.1
ssd,compression,4,1,51,0.0,0.1
ssd,compression,4,1,55,0.1,0.1
ssd,compression,4,1,56,0.0,0.1
ssd,compression,4,1,53,0.0,0.1
ssd,compression,4,1,47,0.0,0.1
ssd,compression,4,1,50,0.0,0.1
ssd,compression,4,1,45,0.0,0.1
ssd,compression,8,1,100,0.2,0.0
ssd,compression,8,1,99,0.2,0.0
ssd,compression,8,1,100,0.2,0.0
ssd,compression,8,1,99,0.2,0.0
ssd,compression,8,1,99,0.2,0.0
ssd,compression,8,1,98,0.2,0.0
ssd,compression,8,1,99,0.2,0.1
ssd,compression,8,1,98,0.2,0.1
ssd,compression,8,1,98,0.2,0.1
ssd,compression,8,1,98,0.2,0.1
ssd,compression,8,1,96,0.2,0.1
ssd,compression,8,1,96,0.2,0.1
ssd,compression,8,1,99,0.2,0.1
ssd,compression,8,1,98,0.2,0.1
ssd,compression,8,1,98,0.2,0.1
ssd,compression,8,1,96,0.2,0.1
ssd,compression,8,1,98,0.2,0.1
ssd,compression,8,1,95,0.2,0.1
ssd,compression,8,1,96,0.2,0.1
ssd,compression,8,1,96,0.2,0.1
ssd,compression,8,1,94,0.1,0.1
ssd,compression,8,1,92,0.5,0.1
ssd,compression,8,1,94,0.4,0.1
ssd,compression,8,1,92,0.4,0.1
ssd,compression,8,1,92,0.4,0.1
ssd,compression,8,1,92,0.5,0.1
ssd,compression,8,1,92,0.4,0.1
ssd,compression,8,1,91,0.4,0.1
ssd,compression,8,1,90,0.4,0.1
ssd,compression,8,1,88,0.4,0.1
ssd,compression,8,1,87,0.4,0.1
ssd,compression,8,1,85,0.4,0.1
ssd,compression,8,1,84,0.4,0.1
ssd,compression,8,1,85,0.4,0.1
ssd,compression,8,1,89,0.4,0.1
ssd,compression,8,1,89,0.4,0.1
ssd,compression,8,1,84,0.4,0.1
ssd,compression,8,1,84,0.5,0.1
ssd,compression,8,1,82,0.4,0.1
ssd,compression,8,1,79,0.5,0.1
ssd,compression,8,1,82,0.4,0.1
ssd,compression,8,1,80,0.4,0.1
ssd,compression,8,1,80,0.4,0.1
ssd,compression,8,1,82,0.4,0.1
ssd,compression,8,1,79,0.4,0.1
ssd,compression,8,1,83,0.4,0.1
ssd,compression,8,1,77,0.4,0.1
ssd,compression,8,1,78,0.4,0.1
ssd,compression,8,1,76,0.4,0.1
ssd,compression,8,1,73,0.4,0.1
ssd,compression,8,1,76,0.4,0.1
ssd,compression,8,1,78,0.5,0.1
ssd,compression,8,1,79,0.4,0.1
ssd,compression,8,1,75,0.4,0.1
ssd,compression,8,1,78,0.4,0.1
ssd,compression,8,1,80,0.4,0.1
ssd,compression,8,1,79,0.4,0.1
ssd,compression,8,1,72,0.4,0.1
ssd,compression,8,1,74,0.5,0.1
ssd,compression,8,1,80,0.5,0.1
ssd,compression,8,1,78,0.4,0.1
ssd,compression,8,1,81,0.8,0.1
ssd,compression,8,1,80,0.6,0.1
ssd,compression,8,1,76,0.6,0.1
ssd,compression,8,1,80,0.6,0.1
ssd,compression,8,1,74,0.7,0.1
ssd,compression,8,1,76,0.7,0.1
ssd,compression,8,1,74,0.8,0.1
ssd,compression,8,1,76,0.8,0.1
ssd,compression,8,1,76,0.7,0.1
ssd,compression,8,1,75,0.8,0.1
ssd,compression,8,1,76,0.8,0.1
ssd,compression,8,1,74,0.7,0.1
ssd,compression,8,1,64,0.5,0.1
ssd,compression,8,1,66,0.4,0.1
ssd,compression,8,1,71,0.4,0.1
ssd,compression,8,1,74,0.5,0.1
ssd,compression,8,1,61,0.3,0.1
ssd,compression,8,1,68,0.5,0.1
ssd,compression,8,1,64,0.4,0.1
ssd,compression,8,1,64,0.4,0.1
ssd,compression,8,1,61,0.4,0.1
ssd,compression,8,1,63,0.4,0.1
ssd,compression,8,1,60,0.4,0.1
ssd,compression,8,1,63,0.4,0.1
ssd,compression,8,1,62,0.5,0.1
ssd,compression,8,1,62,0.5,0.1
ssd,compression,8,1,65,0.5,0.1
ssd,compression,8,1,62,0.4,0.1
ssd,compression,8,1,60,0.4,0.1
ssd,compression,8,1,58,0.5,0.1
ssd,compression,8,1,62,0.4,0.1
ssd,compression,8,1,58,0.6,0.1
ssd,compression,8,1,59,0.4,0.1
ssd,compression,8,1,62,0.5,0.1
ssd,compression,8,1,61,0.5,0.1
ssd,compression,8,1,55,0.5,0.1
ssd,compression,8,1,62,0.5,0.1
ssd,compression,8,1,58,0.5,0.1
ssd,compression,8,1,58,0.5,0.1
ssd,compression,8,1,60,0.5,0.1
ssd,compression,8,1,58,0.5,0.1
ssd,compression,8,1,57,0.5,0.1
ssd,compression,8,1,60,0.4,0.1
ssd,compression,8,1,60,0.5,0.1
ssd,compression,8,1,58,0.4,0.1
ssd,compression,8,1,68,0.4,0.1
ssd,compression,8,1,59,0.4,0.1
ssd,compression,8,1,58,0.4,0.1
ssd,compression,8,1,56,0.4,0.1
ssd,compression,8,1,53,0.5,0.1
ssd,compression,8,1,58,0.5,0.1
ssd,compression,8,1,58,0.5,0.1
ssd,compression,8,1,62,0.5,0.1
ssd,compression,8,1,57,0.4,0.1
ssd,compression,8,1,58,0.6,0.1
ssd,compression,8,1,61,0.5,0.1
ssd,compression,8,1,58,0.5,0.1
ssd,compression,8,1,59,0.4,0.1
ssd,compression,8,1,58,0.5,0.1
ssd,compression,8,1,55,0.4,0.1
ssd,compression,8,1,56,0.5,0.1
ssd,compression,8,1,64,0.5,0.1
ssd,compression,8,1,57,0.6,0.1
ssd,compression,8,1,61,0.5,0.1
ssd,compression,8,1,55,0.6,0.1
ssd,compression,8,1,56,0.5,0.1
ssd,compression,8,1,64,0.6,0.1
ssd,compression,8,1,55,0.5,0.1
ssd,compression,8,1,50,0.5,0.1
ssd,compression,8,1,56,0.5,0.1
ssd,compression,8,1,58,0.1,0.1
ssd,compression,8,1,56,0.0,0.1
ssd,compression,8,1,58,0.0,0.1
ssd,compression,8,1,63,0.0,0.1
ssd,compression,8,1,55,0.0,0.1
ssd,compression,8,1,53,0.0,0.1
ssd,compression,8,1,58,0.0,0.1
ssd,compression,8,1,58,0.0,0.1
ssd,compression,8,1,56,0.0,0.1
ssd,compression,8,1,54,0.0,0.1
ssd,compression,8,1,55,0.0,0.1
ssd,compression,8,1,62,0.0,0.1
ssd,compression,8,1,54,0.0,0.1
ssd,compression,8,1,54,0.0,0.1
ssd,compression,8,1,59,0.0,0.1
ssd,compression,8,1,57,0.0,0.1
ssd,compression,8,1,55,0.0,0.1
ssd,compression,8,1,56,0.0,0.1
ssd,compression,8,1,51,0.0,0.1
ssd,compression,8,1,56,0.0,0.1
ssd,compression,8,1,58,0.1,0.1
ssd,compression,8,1,52,0.0,0.1
ssd,compression,8,1,56,0.0,0.1
ssd,compression,8,1,54,0.0,0.1
ssd,compression,8,1,50,0.1,0.1
